,VALUE,DATE
4751,5.875,1993-10-13
4752,5.875,1993-10-14
4753,5.875,1993-10-15
4754,5.875,1993-10-18
4755,5.875,1993-10-19
4756,5.875,1993-10-20
4757,5.875,1993-10-21
4758,5.875,1993-10-22
4759,5.875,1993-10-25
4760,5.875,1993-10-26
4761,5.875,1993-10-27
4762,5.875,1993-10-28
4763,5.875,1993-10-29
4764,5.875,1993-11-01
4765,5.875,1993-11-02
4766,5.875,1993-11-03
4767,5.875,1993-11-04
4768,5.875,1993-11-05
4769,5.875,1993-11-08
4770,5.875,1993-11-09
4771,5.875,1993-11-10
4772,5.875,1993-11-11
4773,5.875,1993-11-12
4774,5.875,1993-11-15
4775,5.875,1993-11-16
4776,5.875,1993-11-17
4777,5.875,1993-11-18
4778,5.875,1993-11-19
4779,5.875,1993-11-22
4780,5.375,1993-11-23
4781,5.375,1993-11-24
4782,5.375,1993-11-25
4783,5.375,1993-11-26
4784,5.375,1993-11-29
4785,5.375,1993-11-30
4786,5.375,1993-12-01
4787,5.375,1993-12-02
4788,5.375,1993-12-03
4789,5.375,1993-12-06
4790,5.375,1993-12-07
4791,5.375,1993-12-08
4792,5.375,1993-12-09
4793,5.375,1993-12-10
4794,5.375,1993-12-13
4795,5.375,1993-12-14
4796,5.375,1993-12-15
4797,5.375,1993-12-16
4798,5.375,1993-12-17
4799,5.375,1993-12-20
4800,5.375,1993-12-21
4801,5.375,1993-12-22
4802,5.375,1993-12-23
4803,5.375,1993-12-24
4804,5.375,1993-12-29
4805,5.375,1993-12-30
4806,5.375,1993-12-31
4807,5.375,1994-01-04
4808,5.375,1994-01-05
4809,5.375,1994-01-06
4810,5.375,1994-01-07
4811,5.375,1994-01-10
4812,5.375,1994-01-11
4813,5.375,1994-01-12
4814,5.375,1994-01-13
4815,5.375,1994-01-14
4816,5.375,1994-01-17
4817,5.375,1994-01-18
4818,5.375,1994-01-19
4819,5.375,1994-01-20
4820,5.375,1994-01-21
4821,5.375,1994-01-24
4822,5.375,1994-01-25
4823,5.375,1994-01-26
4824,5.375,1994-01-27
4825,5.375,1994-01-28
4826,5.375,1994-01-31
4827,5.375,1994-02-01
4828,5.375,1994-02-02
4829,5.375,1994-02-03
4830,5.375,1994-02-04
4831,5.375,1994-02-07
4832,5.125,1994-02-08
4833,5.125,1994-02-09
4834,5.125,1994-02-10
4835,5.125,1994-02-11
4836,5.125,1994-02-14
4837,5.125,1994-02-15
4838,5.125,1994-02-16
4839,5.125,1994-02-17
4840,5.125,1994-02-18
4841,5.125,1994-02-21
4842,5.125,1994-02-22
4843,5.125,1994-02-23
4844,5.125,1994-02-24
4845,5.125,1994-02-25
4846,5.125,1994-02-28
4847,5.125,1994-03-01
4848,5.125,1994-03-02
4849,5.125,1994-03-03
4850,5.125,1994-03-04
4851,5.125,1994-03-07
4852,5.125,1994-03-08
4853,5.125,1994-03-09
4854,5.125,1994-03-10
4855,5.125,1994-03-11
4856,5.125,1994-03-14
4857,5.125,1994-03-15
4858,5.125,1994-03-16
4859,5.125,1994-03-17
4860,5.125,1994-03-18
4861,5.125,1994-03-21
4862,5.125,1994-03-22
4863,5.125,1994-03-23
4864,5.125,1994-03-24
4865,5.125,1994-03-25
4866,5.125,1994-03-28
4867,5.125,1994-03-29
4868,5.125,1994-03-30
4869,5.125,1994-03-31
4870,5.125,1994-04-05
4871,5.125,1994-04-06
4872,5.125,1994-04-07
4873,5.125,1994-04-08
4874,5.125,1994-04-11
4875,5.125,1994-04-12
4876,5.125,1994-04-13
4877,5.125,1994-04-14
4878,5.125,1994-04-15
4879,5.125,1994-04-18
4880,5.125,1994-04-19
4881,5.125,1994-04-20
4882,5.125,1994-04-21
4883,5.125,1994-04-22
4884,5.125,1994-04-25
4885,5.125,1994-04-26
4886,5.125,1994-04-27
4887,5.125,1994-04-28
4888,5.125,1994-04-29
4889,5.125,1994-05-03
4890,5.125,1994-05-04
4891,5.125,1994-05-05
4892,5.125,1994-05-06
4893,5.125,1994-05-09
4894,5.125,1994-05-10
4895,5.125,1994-05-11
4896,5.125,1994-05-12
4897,5.125,1994-05-13
4898,5.125,1994-05-16
4899,5.125,1994-05-17
4900,5.125,1994-05-18
4901,5.125,1994-05-19
4902,5.125,1994-05-20
4903,5.125,1994-05-23
4904,5.125,1994-05-24
4905,5.125,1994-05-25
4906,5.125,1994-05-26
4907,5.125,1994-05-27
4908,5.125,1994-05-31
4909,5.125,1994-06-01
4910,5.125,1994-06-02
4911,5.125,1994-06-03
4912,5.125,1994-06-06
4913,5.125,1994-06-07
4914,5.125,1994-06-08
4915,5.125,1994-06-09
4916,5.125,1994-06-10
4917,5.125,1994-06-13
4918,5.125,1994-06-14
4919,5.125,1994-06-15
4920,5.125,1994-06-16
4921,5.125,1994-06-17
4922,5.125,1994-06-20
4923,5.125,1994-06-21
4924,5.125,1994-06-22
4925,5.125,1994-06-23
4926,5.125,1994-06-24
4927,5.125,1994-06-27
4928,5.125,1994-06-28
4929,5.125,1994-06-29
4930,5.125,1994-06-30
4931,5.125,1994-07-01
4932,5.125,1994-07-04
4933,5.125,1994-07-05
4934,5.125,1994-07-06
4935,5.125,1994-07-07
4936,5.125,1994-07-08
4937,5.125,1994-07-11
4938,5.125,1994-07-12
4939,5.125,1994-07-13
4940,5.125,1994-07-14
4941,5.125,1994-07-15
4942,5.125,1994-07-18
4943,5.125,1994-07-19
4944,5.125,1994-07-20
4945,5.125,1994-07-21
4946,5.125,1994-07-22
4947,5.125,1994-07-25
4948,5.125,1994-07-26
4949,5.125,1994-07-27
4950,5.125,1994-07-28
4951,5.125,1994-07-29
4952,5.125,1994-08-01
4953,5.125,1994-08-02
4954,5.125,1994-08-03
4955,5.125,1994-08-04
4956,5.125,1994-08-05
4957,5.125,1994-08-08
4958,5.125,1994-08-09
4959,5.125,1994-08-10
4960,5.125,1994-08-11
4961,5.125,1994-08-12
4962,5.125,1994-08-15
4963,5.125,1994-08-16
4964,5.125,1994-08-17
4965,5.125,1994-08-18
4966,5.125,1994-08-19
4967,5.125,1994-08-22
4968,5.125,1994-08-23
4969,5.125,1994-08-24
4970,5.125,1994-08-25
4971,5.125,1994-08-26
4972,5.125,1994-08-30
4973,5.125,1994-08-31
4974,5.125,1994-09-01
4975,5.125,1994-09-02
4976,5.125,1994-09-05
4977,5.125,1994-09-06
4978,5.125,1994-09-07
4979,5.125,1994-09-08
4980,5.125,1994-09-09
4981,5.625,1994-09-12
4982,5.625,1994-09-13
4983,5.625,1994-09-14
4984,5.625,1994-09-15
4985,5.625,1994-09-16
4986,5.625,1994-09-19
4987,5.625,1994-09-20
4988,5.625,1994-09-21
4989,5.625,1994-09-22
4990,5.625,1994-09-23
4991,5.625,1994-09-26
4992,5.625,1994-09-27
4993,5.625,1994-09-28
4994,5.625,1994-09-29
4995,5.625,1994-09-30
4996,5.625,1994-10-03
4997,5.625,1994-10-04
4998,5.625,1994-10-05
4999,5.625,1994-10-06
5000,5.625,1994-10-07
5001,5.625,1994-10-10
5002,5.625,1994-10-11
5003,5.625,1994-10-12
5004,5.625,1994-10-13
5005,5.625,1994-10-14
5006,5.625,1994-10-17
5007,5.625,1994-10-18
5008,5.625,1994-10-19
5009,5.625,1994-10-20
5010,5.625,1994-10-21
5011,5.625,1994-10-24
5012,5.625,1994-10-25
5013,5.625,1994-10-26
5014,5.625,1994-10-27
5015,5.625,1994-10-28
5016,5.625,1994-10-31
5017,5.625,1994-11-01
5018,5.625,1994-11-02
5019,5.625,1994-11-03
5020,5.625,1994-11-04
5021,5.625,1994-11-07
5022,5.625,1994-11-08
5023,5.625,1994-11-09
5024,5.625,1994-11-10
5025,5.625,1994-11-11
5026,5.625,1994-11-14
5027,5.625,1994-11-15
5028,5.625,1994-11-16
5029,5.625,1994-11-17
5030,5.625,1994-11-18
5031,5.625,1994-11-21
5032,5.625,1994-11-22
5033,5.625,1994-11-23
5034,5.625,1994-11-24
5035,5.625,1994-11-25
5036,5.625,1994-11-28
5037,5.625,1994-11-29
5038,5.625,1994-11-30
5039,5.625,1994-12-01
5040,5.625,1994-12-02
5041,5.625,1994-12-05
5042,5.625,1994-12-06
5043,6.125,1994-12-07
5044,6.125,1994-12-08
5045,6.125,1994-12-09
5046,6.125,1994-12-12
5047,6.125,1994-12-13
5048,6.125,1994-12-14
5049,6.125,1994-12-15
5050,6.125,1994-12-16
5051,6.125,1994-12-19
5052,6.125,1994-12-20
5053,6.125,1994-12-21
5054,6.125,1994-12-22
5055,6.125,1994-12-23
5056,6.125,1994-12-28
5057,6.125,1994-12-29
5058,6.125,1994-12-30
5059,6.125,1995-01-03
5060,6.125,1995-01-04
5061,6.125,1995-01-05
5062,6.125,1995-01-06
5063,6.125,1995-01-09
5064,6.125,1995-01-10
5065,6.125,1995-01-11
5066,6.125,1995-01-12
5067,6.125,1995-01-13
5068,6.125,1995-01-16
5069,6.125,1995-01-17
5070,6.125,1995-01-18
5071,6.125,1995-01-19
5072,6.125,1995-01-20
5073,6.125,1995-01-23
5074,6.125,1995-01-24
5075,6.125,1995-01-25
5076,6.125,1995-01-26
5077,6.125,1995-01-27
5078,6.125,1995-01-30
5079,6.125,1995-01-31
5080,6.125,1995-02-01
5081,6.625,1995-02-02
5082,6.625,1995-02-03
5083,6.625,1995-02-06
5084,6.625,1995-02-07
5085,6.625,1995-02-08
5086,6.625,1995-02-09
5087,6.625,1995-02-10
5088,6.625,1995-02-13
5089,6.625,1995-02-14
5090,6.625,1995-02-15
5091,6.625,1995-02-16
5092,6.625,1995-02-17
5093,6.625,1995-02-20
5094,6.625,1995-02-21
5095,6.625,1995-02-22
5096,6.625,1995-02-23
5097,6.625,1995-02-24
5098,6.625,1995-02-27
5099,6.625,1995-02-28
5100,6.625,1995-03-01
5101,6.625,1995-03-02
5102,6.625,1995-03-03
5103,6.625,1995-03-06
5104,6.625,1995-03-07
5105,6.625,1995-03-08
5106,6.625,1995-03-09
5107,6.625,1995-03-10
5108,6.625,1995-03-13
5109,6.625,1995-03-14
5110,6.625,1995-03-15
5111,6.625,1995-03-16
5112,6.625,1995-03-17
5113,6.625,1995-03-20
5114,6.625,1995-03-21
5115,6.625,1995-03-22
5116,6.625,1995-03-23
5117,6.625,1995-03-24
5118,6.625,1995-03-27
5119,6.625,1995-03-28
5120,6.625,1995-03-29
5121,6.625,1995-03-30
5122,6.625,1995-03-31
5123,6.625,1995-04-03
5124,6.625,1995-04-04
5125,6.625,1995-04-05
5126,6.625,1995-04-06
5127,6.625,1995-04-07
5128,6.625,1995-04-10
5129,6.625,1995-04-11
5130,6.625,1995-04-12
5131,6.625,1995-04-13
5132,6.625,1995-04-18
5133,6.625,1995-04-19
5134,6.625,1995-04-20
5135,6.625,1995-04-21
5136,6.625,1995-04-24
5137,6.625,1995-04-25
5138,6.625,1995-04-26
5139,6.625,1995-04-27
5140,6.625,1995-04-28
5141,6.625,1995-05-01
5142,6.625,1995-05-02
5143,6.625,1995-05-03
5144,6.625,1995-05-04
5145,6.625,1995-05-05
5146,6.625,1995-05-09
5147,6.625,1995-05-10
5148,6.625,1995-05-11
5149,6.625,1995-05-12
5150,6.625,1995-05-15
5151,6.625,1995-05-16
5152,6.625,1995-05-17
5153,6.625,1995-05-18
5154,6.625,1995-05-19
5155,6.625,1995-05-22
5156,6.625,1995-05-23
5157,6.625,1995-05-24
5158,6.625,1995-05-25
5159,6.625,1995-05-26
5160,6.625,1995-05-30
5161,6.625,1995-05-31
5162,6.625,1995-06-01
5163,6.625,1995-06-02
5164,6.625,1995-06-05
5165,6.625,1995-06-06
5166,6.625,1995-06-07
5167,6.625,1995-06-08
5168,6.625,1995-06-09
5169,6.625,1995-06-12
5170,6.625,1995-06-13
5171,6.625,1995-06-14
5172,6.625,1995-06-15
5173,6.625,1995-06-16
5174,6.625,1995-06-19
5175,6.625,1995-06-20
5176,6.625,1995-06-21
5177,6.625,1995-06-22
5178,6.625,1995-06-23
5179,6.625,1995-06-26
5180,6.625,1995-06-27
5181,6.625,1995-06-28
5182,6.625,1995-06-29
5183,6.625,1995-06-30
5184,6.625,1995-07-03
5185,6.625,1995-07-04
5186,6.625,1995-07-05
5187,6.625,1995-07-06
5188,6.625,1995-07-07
5189,6.625,1995-07-10
5190,6.625,1995-07-11
5191,6.625,1995-07-12
5192,6.625,1995-07-13
5193,6.625,1995-07-14
5194,6.625,1995-07-17
5195,6.625,1995-07-18
5196,6.625,1995-07-19
5197,6.625,1995-07-20
5198,6.625,1995-07-21
5199,6.625,1995-07-24
5200,6.625,1995-07-25
5201,6.625,1995-07-26
5202,6.625,1995-07-27
5203,6.625,1995-07-28
5204,6.625,1995-07-31
5205,6.625,1995-08-01
5206,6.625,1995-08-02
5207,6.625,1995-08-03
5208,6.625,1995-08-04
5209,6.625,1995-08-07
5210,6.625,1995-08-08
5211,6.625,1995-08-09
5212,6.625,1995-08-10
5213,6.625,1995-08-11
5214,6.625,1995-08-14
5215,6.625,1995-08-15
5216,6.625,1995-08-16
5217,6.625,1995-08-17
5218,6.625,1995-08-18
5219,6.625,1995-08-21
5220,6.625,1995-08-22
5221,6.625,1995-08-23
5222,6.625,1995-08-24
5223,6.625,1995-08-25
5224,6.625,1995-08-29
5225,6.625,1995-08-30
5226,6.625,1995-08-31
5227,6.625,1995-09-01
5228,6.625,1995-09-04
5229,6.625,1995-09-05
5230,6.625,1995-09-06
5231,6.625,1995-09-07
5232,6.625,1995-09-08
5233,6.625,1995-09-11
5234,6.625,1995-09-12
5235,6.625,1995-09-13
5236,6.625,1995-09-14
5237,6.625,1995-09-15
5238,6.625,1995-09-18
5239,6.625,1995-09-19
5240,6.625,1995-09-20
5241,6.625,1995-09-21
5242,6.625,1995-09-22
5243,6.625,1995-09-25
5244,6.625,1995-09-26
5245,6.625,1995-09-27
5246,6.625,1995-09-28
5247,6.625,1995-09-29
5248,6.625,1995-10-02
5249,6.625,1995-10-03
5250,6.625,1995-10-04
5251,6.625,1995-10-05
5252,6.625,1995-10-06
5253,6.625,1995-10-09
5254,6.625,1995-10-10
5255,6.625,1995-10-11
5256,6.625,1995-10-12
5257,6.625,1995-10-13
5258,6.625,1995-10-16
5259,6.625,1995-10-17
5260,6.625,1995-10-18
5261,6.625,1995-10-19
5262,6.625,1995-10-20
5263,6.625,1995-10-23
5264,6.625,1995-10-24
5265,6.625,1995-10-25
5266,6.625,1995-10-26
5267,6.625,1995-10-27
5268,6.625,1995-10-30
5269,6.625,1995-10-31
5270,6.625,1995-11-01
5271,6.625,1995-11-02
5272,6.625,1995-11-03
5273,6.625,1995-11-06
5274,6.625,1995-11-07
5275,6.625,1995-11-08
5276,6.625,1995-11-09
5277,6.625,1995-11-10
5278,6.625,1995-11-13
5279,6.625,1995-11-14
5280,6.625,1995-11-15
5281,6.625,1995-11-16
5282,6.625,1995-11-17
5283,6.625,1995-11-20
5284,6.625,1995-11-21
5285,6.625,1995-11-22
5286,6.625,1995-11-23
5287,6.625,1995-11-24
5288,6.625,1995-11-27
5289,6.625,1995-11-28
5290,6.625,1995-11-29
5291,6.625,1995-11-30
5292,6.625,1995-12-01
5293,6.625,1995-12-04
5294,6.625,1995-12-05
5295,6.625,1995-12-06
5296,6.625,1995-12-07
5297,6.625,1995-12-08
5298,6.625,1995-12-11
5299,6.625,1995-12-12
5300,6.375,1995-12-13
5301,6.375,1995-12-14
5302,6.375,1995-12-15
5303,6.375,1995-12-18
5304,6.375,1995-12-19
5305,6.375,1995-12-20
5306,6.375,1995-12-21
5307,6.375,1995-12-22
5308,6.375,1995-12-27
5309,6.375,1995-12-28
5310,6.375,1995-12-29
5311,6.375,1996-01-02
5312,6.375,1996-01-03
5313,6.375,1996-01-04
5314,6.375,1996-01-05
5315,6.375,1996-01-08
5316,6.375,1996-01-09
5317,6.375,1996-01-10
5318,6.375,1996-01-11
5319,6.375,1996-01-12
5320,6.375,1996-01-15
5321,6.375,1996-01-16
5322,6.375,1996-01-17
5323,6.125,1996-01-18
5324,6.125,1996-01-19
5325,6.125,1996-01-22
5326,6.125,1996-01-23
5327,6.125,1996-01-24
5328,6.125,1996-01-25
5329,6.125,1996-01-26
5330,6.125,1996-01-29
5331,6.125,1996-01-30
5332,6.125,1996-01-31
5333,6.125,1996-02-01
5334,6.125,1996-02-02
5335,6.125,1996-02-05
5336,6.125,1996-02-06
5337,6.125,1996-02-07
5338,6.125,1996-02-08
5339,6.125,1996-02-09
5340,6.125,1996-02-12
5341,6.125,1996-02-13
5342,6.125,1996-02-14
5343,6.125,1996-02-15
5344,6.125,1996-02-16
5345,6.125,1996-02-19
5346,6.125,1996-02-20
5347,6.125,1996-02-21
5348,6.125,1996-02-22
5349,6.125,1996-02-23
5350,6.125,1996-02-26
5351,6.125,1996-02-27
5352,6.125,1996-02-28
5353,6.125,1996-02-29
5354,6.125,1996-03-01
5355,6.125,1996-03-04
5356,6.125,1996-03-05
5357,6.125,1996-03-06
5358,6.125,1996-03-07
5359,5.9375,1996-03-08
5360,5.9375,1996-03-11
5361,5.9375,1996-03-12
5362,5.9375,1996-03-13
5363,5.9375,1996-03-14
5364,5.9375,1996-03-15
5365,5.9375,1996-03-18
5366,5.9375,1996-03-19
5367,5.9375,1996-03-20
5368,5.9375,1996-03-21
5369,5.9375,1996-03-22
5370,5.9375,1996-03-25
5371,5.9375,1996-03-26
5372,5.9375,1996-03-27
5373,5.9375,1996-03-28
5374,5.9375,1996-03-29
5375,5.9375,1996-04-01
5376,5.9375,1996-04-02
5377,5.9375,1996-04-03
5378,5.9375,1996-04-04
5379,5.9375,1996-04-09
5380,5.9375,1996-04-10
5381,5.9375,1996-04-11
5382,5.9375,1996-04-12
5383,5.9375,1996-04-15
5384,5.9375,1996-04-16
5385,5.9375,1996-04-17
5386,5.9375,1996-04-18
5387,5.9375,1996-04-19
5388,5.9375,1996-04-22
5389,5.9375,1996-04-23
5390,5.9375,1996-04-24
5391,5.9375,1996-04-25
5392,5.9375,1996-04-26
5393,5.9375,1996-04-29
5394,5.9375,1996-04-30
5395,5.9375,1996-05-01
5396,5.9375,1996-05-02
5397,5.9375,1996-05-03
5398,5.9375,1996-05-07
5399,5.9375,1996-05-08
5400,5.9375,1996-05-09
5401,5.9375,1996-05-10
5402,5.9375,1996-05-13
5403,5.9375,1996-05-14
5404,5.9375,1996-05-15
5405,5.9375,1996-05-16
5406,5.9375,1996-05-17
5407,5.9375,1996-05-20
5408,5.9375,1996-05-21
5409,5.9375,1996-05-22
5410,5.9375,1996-05-23
5411,5.9375,1996-05-24
5412,5.9375,1996-05-28
5413,5.9375,1996-05-29
5414,5.9375,1996-05-30
5415,5.9375,1996-05-31
5416,5.9375,1996-06-03
5417,5.9375,1996-06-04
5418,5.9375,1996-06-05
5419,5.6875,1996-06-06
5420,5.6875,1996-06-07
5421,5.6875,1996-06-10
5422,5.6875,1996-06-11
5423,5.6875,1996-06-12
5424,5.6875,1996-06-13
5425,5.6875,1996-06-14
5426,5.6875,1996-06-17
5427,5.6875,1996-06-18
5428,5.6875,1996-06-19
5429,5.6875,1996-06-20
5430,5.6875,1996-06-21
5431,5.6875,1996-06-24
5432,5.6875,1996-06-25
5433,5.6875,1996-06-26
5434,5.6875,1996-06-27
5435,5.6875,1996-06-28
5436,5.6875,1996-07-01
5437,5.6875,1996-07-02
5438,5.6875,1996-07-03
5439,5.6875,1996-07-04
5440,5.6875,1996-07-05
5441,5.6875,1996-07-08
5442,5.6875,1996-07-09
5443,5.6875,1996-07-10
5444,5.6875,1996-07-11
5445,5.6875,1996-07-12
5446,5.6875,1996-07-15
5447,5.6875,1996-07-16
5448,5.6875,1996-07-17
5449,5.6875,1996-07-18
5450,5.6875,1996-07-19
5451,5.6875,1996-07-22
5452,5.6875,1996-07-23
5453,5.6875,1996-07-24
5454,5.6875,1996-07-25
5455,5.6875,1996-07-26
5456,5.6875,1996-07-29
5457,5.6875,1996-07-30
5458,5.6875,1996-07-31
5459,5.6875,1996-08-01
5460,5.6875,1996-08-02
5461,5.6875,1996-08-05
5462,5.6875,1996-08-06
5463,5.6875,1996-08-07
5464,5.6875,1996-08-08
5465,5.6875,1996-08-09
5466,5.6875,1996-08-12
5467,5.6875,1996-08-13
5468,5.6875,1996-08-14
5469,5.6875,1996-08-15
5470,5.6875,1996-08-16
5471,5.6875,1996-08-19
5472,5.6875,1996-08-20
5473,5.6875,1996-08-21
5474,5.6875,1996-08-22
5475,5.6875,1996-08-23
5476,5.6875,1996-08-27
5477,5.6875,1996-08-28
5478,5.6875,1996-08-29
5479,5.6875,1996-08-30
5480,5.6875,1996-09-02
5481,5.6875,1996-09-03
5482,5.6875,1996-09-04
5483,5.6875,1996-09-05
5484,5.6875,1996-09-06
5485,5.6875,1996-09-09
5486,5.6875,1996-09-10
5487,5.6875,1996-09-11
5488,5.6875,1996-09-12
5489,5.6875,1996-09-13
5490,5.6875,1996-09-16
5491,5.6875,1996-09-17
5492,5.6875,1996-09-18
5493,5.6875,1996-09-19
5494,5.6875,1996-09-20
5495,5.6875,1996-09-23
5496,5.6875,1996-09-24
5497,5.6875,1996-09-25
5498,5.6875,1996-09-26
5499,5.6875,1996-09-27
5500,5.6875,1996-09-30
5501,5.6875,1996-10-01
5502,5.6875,1996-10-02
5503,5.6875,1996-10-03
5504,5.6875,1996-10-04
5505,5.6875,1996-10-07
5506,5.6875,1996-10-08
5507,5.6875,1996-10-09
5508,5.6875,1996-10-10
5509,5.6875,1996-10-11
5510,5.6875,1996-10-14
5511,5.6875,1996-10-15
5512,5.6875,1996-10-16
5513,5.6875,1996-10-17
5514,5.6875,1996-10-18
5515,5.6875,1996-10-21
5516,5.6875,1996-10-22
5517,5.6875,1996-10-23
5518,5.6875,1996-10-24
5519,5.6875,1996-10-25
5520,5.6875,1996-10-28
5521,5.6875,1996-10-29
5522,5.9375,1996-10-30
5523,5.9375,1996-10-31
5524,5.9375,1996-11-01
5525,5.9375,1996-11-04
5526,5.9375,1996-11-05
5527,5.9375,1996-11-06
5528,5.9375,1996-11-07
5529,5.9375,1996-11-08
5530,5.9375,1996-11-11
5531,5.9375,1996-11-12
5532,5.9375,1996-11-13
5533,5.9375,1996-11-14
5534,5.9375,1996-11-15
5535,5.9375,1996-11-18
5536,5.9375,1996-11-19
5537,5.9375,1996-11-20
5538,5.9375,1996-11-21
5539,5.9375,1996-11-22
5540,5.9375,1996-11-25
5541,5.9375,1996-11-26
5542,5.9375,1996-11-27
5543,5.9375,1996-11-28
5544,5.9375,1996-11-29
5545,5.9375,1996-12-02
5546,5.9375,1996-12-03
5547,5.9375,1996-12-04
5548,5.9375,1996-12-05
5549,5.9375,1996-12-06
5550,5.9375,1996-12-09
5551,5.9375,1996-12-10
5552,5.9375,1996-12-11
5553,5.9375,1996-12-12
5554,5.9375,1996-12-13
5555,5.9375,1996-12-16
5556,5.9375,1996-12-17
5557,5.9375,1996-12-18
5558,5.9375,1996-12-19
5559,5.9375,1996-12-20
5560,5.9375,1996-12-23
5561,5.9375,1996-12-24
5562,5.9375,1996-12-27
5563,5.9375,1996-12-30
5564,5.9375,1996-12-31
5565,5.9375,1997-01-02
5566,5.9375,1997-01-03
5567,5.9375,1997-01-06
5568,5.9375,1997-01-07
5569,5.9375,1997-01-08
5570,5.9375,1997-01-09
5571,5.9375,1997-01-10
5572,5.9375,1997-01-13
5573,5.9375,1997-01-14
5574,5.9375,1997-01-15
5575,5.9375,1997-01-16
5576,5.9375,1997-01-17
5577,5.9375,1997-01-20
5578,5.9375,1997-01-21
5579,5.9375,1997-01-22
5580,5.9375,1997-01-23
5581,5.9375,1997-01-24
5582,5.9375,1997-01-27
5583,5.9375,1997-01-28
5584,5.9375,1997-01-29
5585,5.9375,1997-01-30
5586,5.9375,1997-01-31
5587,5.9375,1997-02-03
5588,5.9375,1997-02-04
5589,5.9375,1997-02-05
5590,5.9375,1997-02-06
5591,5.9375,1997-02-07
5592,5.9375,1997-02-10
5593,5.9375,1997-02-11
5594,5.9375,1997-02-12
5595,5.9375,1997-02-13
5596,5.9375,1997-02-14
5597,5.9375,1997-02-17
5598,5.9375,1997-02-18
5599,5.9375,1997-02-19
5600,5.9375,1997-02-20
5601,5.9375,1997-02-21
5602,5.9375,1997-02-24
5603,5.9375,1997-02-25
5604,5.9375,1997-02-26
5605,5.9375,1997-02-27
5606,5.9375,1997-02-28
5607,5.9375,1997-03-03
5608,5.9375,1997-03-04
5609,5.9375,1997-03-05
5610,5.9375,1997-03-06
5611,5.9375,1997-03-07
5612,5.9375,1997-03-10
5613,5.9375,1997-03-11
5614,5.9375,1997-03-12
5615,5.9375,1997-03-13
5616,5.9375,1997-03-14
5617,5.9375,1997-03-17
5618,5.9375,1997-03-18
5619,5.9375,1997-03-19
5620,5.9375,1997-03-20
5621,5.9375,1997-03-21
5622,5.9375,1997-03-24
5623,5.9375,1997-03-25
5624,5.9375,1997-03-26
5625,5.9375,1997-03-27
5626,5.9375,1997-04-01
5627,5.9375,1997-04-02
5628,5.9375,1997-04-03
5629,5.9375,1997-04-04
5630,5.9375,1997-04-07
5631,5.9375,1997-04-08
5632,5.9375,1997-04-09
5633,5.9375,1997-04-10
5634,5.9375,1997-04-11
5635,5.9375,1997-04-14
5636,5.9375,1997-04-15
5637,5.9375,1997-04-16
5638,5.9375,1997-04-17
5639,5.9375,1997-04-18
5640,5.9375,1997-04-21
5641,5.9375,1997-04-22
5642,5.9375,1997-04-23
5643,5.9375,1997-04-24
5644,5.9375,1997-04-25
5645,5.9375,1997-04-28
5646,5.9375,1997-04-29
5647,5.9375,1997-04-30
5648,5.9375,1997-05-01
5649,5.9375,1997-05-02
5650,6.25,1997-05-06
5651,6.25,1997-05-07
5652,6.25,1997-05-08
5653,6.25,1997-05-09
5654,6.25,1997-05-12
5655,6.25,1997-05-13
5656,6.25,1997-05-14
5657,6.25,1997-05-15
5658,6.25,1997-05-16
5659,6.25,1997-05-19
5660,6.25,1997-05-20
5661,6.25,1997-05-21
5662,6.25,1997-05-22
5663,6.25,1997-05-23
5664,6.25,1997-05-27
5665,6.25,1997-05-28
5666,6.25,1997-05-29
5667,6.25,1997-05-30
5668,6.25,1997-06-02
5669,6.25,1997-06-03
5670,6.25,1997-06-04
5671,6.25,1997-06-05
5672,6.5,1997-06-06
5673,6.5,1997-06-09
5674,6.5,1997-06-10
5675,6.5,1997-06-11
5676,6.5,1997-06-12
5677,6.5,1997-06-13
5678,6.5,1997-06-16
5679,6.5,1997-06-17
5680,6.5,1997-06-18
5681,6.5,1997-06-19
5682,6.5,1997-06-20
5683,6.5,1997-06-23
5684,6.5,1997-06-24
5685,6.5,1997-06-25
5686,6.5,1997-06-26
5687,6.5,1997-06-27
5688,6.5,1997-06-30
5689,6.5,1997-07-01
5690,6.5,1997-07-02
5691,6.5,1997-07-03
5692,6.5,1997-07-04
5693,6.5,1997-07-07
5694,6.5,1997-07-08
5695,6.5,1997-07-09
5696,6.75,1997-07-10
5697,6.75,1997-07-11
5698,6.75,1997-07-14
5699,6.75,1997-07-15
5700,6.75,1997-07-16
5701,6.75,1997-07-17
5702,6.75,1997-07-18
5703,6.75,1997-07-21
5704,6.75,1997-07-22
5705,6.75,1997-07-23
5706,6.75,1997-07-24
5707,6.75,1997-07-25
5708,6.75,1997-07-28
5709,6.75,1997-07-29
5710,6.75,1997-07-30
5711,6.75,1997-07-31
5712,6.75,1997-08-01
5713,6.75,1997-08-04
5714,6.75,1997-08-05
5715,6.75,1997-08-06
5716,7.0,1997-08-07
5717,7.0,1997-08-08
5718,7.0,1997-08-11
5719,7.0,1997-08-12
5720,7.0,1997-08-13
5721,7.0,1997-08-14
5722,7.0,1997-08-15
5723,7.0,1997-08-18
5724,7.0,1997-08-19
5725,7.0,1997-08-20
5726,7.0,1997-08-21
5727,7.0,1997-08-22
5728,7.0,1997-08-26
