,VALUE,DATE
3106,9.875,1987-04-10
3107,9.875,1987-04-13
3108,9.875,1987-04-14
3109,9.875,1987-04-15
3110,9.875,1987-04-16
3111,9.875,1987-04-21
3112,9.875,1987-04-22
3113,9.875,1987-04-23
3114,9.875,1987-04-24
3115,9.875,1987-04-27
3116,9.375,1987-04-28
3117,9.375,1987-04-29
3118,9.375,1987-04-30
3119,9.375,1987-05-01
3120,9.375,1987-05-05
3121,9.375,1987-05-06
3122,9.375,1987-05-07
3123,8.875,1987-05-08
3124,8.875,1987-05-11
3125,8.875,1987-05-12
3126,8.875,1987-05-13
3127,8.875,1987-05-14
3128,8.875,1987-05-15
3129,8.875,1987-05-18
3130,8.875,1987-05-19
3131,8.875,1987-05-20
3132,8.875,1987-05-21
3133,8.875,1987-05-22
3134,8.875,1987-05-26
3135,8.875,1987-05-27
3136,8.875,1987-05-28
3137,8.875,1987-05-29
3138,8.875,1987-06-01
3139,8.875,1987-06-02
3140,8.875,1987-06-03
3141,8.875,1987-06-04
3142,8.875,1987-06-05
3143,8.875,1987-06-08
3144,8.875,1987-06-09
3145,8.875,1987-06-10
3146,8.875,1987-06-11
3147,8.875,1987-06-12
3148,8.875,1987-06-15
3149,8.875,1987-06-16
3150,8.875,1987-06-17
3151,8.875,1987-06-18
3152,8.875,1987-06-19
3153,8.875,1987-06-22
3154,8.875,1987-06-23
3155,8.875,1987-06-24
3156,8.875,1987-06-25
3157,8.875,1987-06-26
3158,8.875,1987-06-29
3159,8.875,1987-06-30
3160,8.875,1987-07-01
3161,8.875,1987-07-02
3162,8.875,1987-07-03
3163,8.875,1987-07-06
3164,8.875,1987-07-07
3165,8.875,1987-07-08
3166,8.875,1987-07-09
3167,8.875,1987-07-10
3168,8.875,1987-07-13
3169,8.875,1987-07-14
3170,8.875,1987-07-15
3171,8.875,1987-07-16
3172,8.875,1987-07-17
3173,8.875,1987-07-20
3174,8.875,1987-07-21
3175,8.875,1987-07-22
3176,8.875,1987-07-23
3177,8.875,1987-07-24
3178,8.875,1987-07-27
3179,8.875,1987-07-28
3180,8.875,1987-07-29
3181,8.875,1987-07-30
3182,8.875,1987-07-31
3183,8.875,1987-08-03
3184,8.875,1987-08-04
3185,8.875,1987-08-05
3186,9.875,1987-08-06
3187,9.875,1987-08-07
3188,9.875,1987-08-10
3189,9.875,1987-08-11
3190,9.875,1987-08-12
3191,9.875,1987-08-13
3192,9.875,1987-08-14
3193,9.875,1987-08-17
3194,9.875,1987-08-18
3195,9.875,1987-08-19
3196,9.875,1987-08-20
3197,9.875,1987-08-21
3198,9.875,1987-08-24
3199,9.875,1987-08-25
3200,9.875,1987-08-26
3201,9.875,1987-08-27
3202,9.875,1987-08-28
3203,9.875,1987-09-01
3204,9.875,1987-09-02
3205,9.875,1987-09-03
3206,9.875,1987-09-04
3207,9.875,1987-09-07
3208,9.875,1987-09-08
3209,9.875,1987-09-09
3210,9.875,1987-09-10
3211,9.875,1987-09-11
3212,9.875,1987-09-14
3213,9.875,1987-09-15
3214,9.875,1987-09-16
3215,9.875,1987-09-17
3216,9.875,1987-09-18
3217,9.875,1987-09-21
3218,9.875,1987-09-22
3219,9.875,1987-09-23
3220,9.875,1987-09-24
3221,9.875,1987-09-25
3222,9.875,1987-09-28
3223,9.875,1987-09-29
3224,9.875,1987-09-30
3225,9.875,1987-10-01
3226,9.875,1987-10-02
3227,9.875,1987-10-05
3228,9.875,1987-10-06
3229,9.875,1987-10-07
3230,9.875,1987-10-08
3231,9.875,1987-10-09
3232,9.875,1987-10-12
3233,9.875,1987-10-13
3234,9.875,1987-10-14
3235,9.875,1987-10-15
3236,9.875,1987-10-16
3237,9.875,1987-10-19
3238,9.875,1987-10-20
3239,9.875,1987-10-21
3240,9.875,1987-10-22
3241,9.375,1987-10-23
3242,9.375,1987-10-26
3243,9.375,1987-10-27
3244,9.375,1987-10-28
3245,9.375,1987-10-29
3246,9.375,1987-10-30
3247,9.375,1987-11-02
3248,9.375,1987-11-03
3249,8.875,1987-11-04
3250,8.875,1987-11-05
3251,8.875,1987-11-06
3252,8.875,1987-11-09
3253,8.875,1987-11-10
3254,8.875,1987-11-11
3255,8.875,1987-11-12
3256,8.875,1987-11-13
3257,8.875,1987-11-16
3258,8.875,1987-11-17
3259,8.875,1987-11-18
3260,8.875,1987-11-19
3261,8.875,1987-11-20
3262,8.875,1987-11-23
3263,8.875,1987-11-24
3264,8.875,1987-11-25
3265,8.875,1987-11-26
3266,8.875,1987-11-27
3267,8.875,1987-11-30
3268,8.875,1987-12-01
3269,8.875,1987-12-02
3270,8.375,1987-12-03
3271,8.375,1987-12-04
3272,8.375,1987-12-07
3273,8.375,1987-12-08
3274,8.375,1987-12-09
3275,8.375,1987-12-10
3276,8.375,1987-12-11
3277,8.375,1987-12-14
3278,8.375,1987-12-15
3279,8.375,1987-12-16
3280,8.375,1987-12-17
3281,8.375,1987-12-18
3282,8.375,1987-12-21
3283,8.375,1987-12-22
3284,8.375,1987-12-23
3285,8.375,1987-12-24
3286,8.375,1987-12-29
3287,8.375,1987-12-30
3288,8.375,1987-12-31
3289,8.375,1988-01-04
3290,8.375,1988-01-05
3291,8.375,1988-01-06
3292,8.375,1988-01-07
3293,8.375,1988-01-08
3294,8.375,1988-01-11
3295,8.375,1988-01-12
3296,8.375,1988-01-13
3297,8.375,1988-01-14
3298,8.375,1988-01-15
3299,8.375,1988-01-18
3300,8.375,1988-01-19
3301,8.375,1988-01-20
3302,8.375,1988-01-21
3303,8.375,1988-01-22
3304,8.375,1988-01-25
3305,8.375,1988-01-26
3306,8.375,1988-01-27
3307,8.375,1988-01-28
3308,8.375,1988-01-29
3309,8.875,1988-02-01
3310,8.875,1988-02-02
3311,8.875,1988-02-03
3312,8.875,1988-02-04
3313,8.875,1988-02-05
3314,8.875,1988-02-08
3315,8.875,1988-02-09
3316,8.875,1988-02-10
3317,8.875,1988-02-11
3318,8.875,1988-02-12
3319,8.875,1988-02-15
3320,8.875,1988-02-16
3321,8.875,1988-02-17
3322,8.875,1988-02-18
3323,8.875,1988-02-19
3324,8.875,1988-02-22
3325,8.875,1988-02-23
3326,8.875,1988-02-24
3327,8.875,1988-02-25
3328,8.875,1988-02-26
3329,8.875,1988-02-29
3330,8.875,1988-03-01
3331,8.875,1988-03-02
3332,8.875,1988-03-03
3333,8.875,1988-03-04
3334,8.875,1988-03-07
3335,8.875,1988-03-08
3336,8.875,1988-03-09
3337,8.875,1988-03-10
3338,8.875,1988-03-11
3339,8.875,1988-03-14
3340,8.875,1988-03-15
3341,8.875,1988-03-16
3342,8.375,1988-03-17
3343,8.375,1988-03-18
3344,8.375,1988-03-21
3345,8.375,1988-03-22
3346,8.375,1988-03-23
3347,8.375,1988-03-24
3348,8.375,1988-03-25
3349,8.375,1988-03-28
3350,8.375,1988-03-29
3351,8.375,1988-03-30
3352,8.375,1988-03-31
3353,8.375,1988-04-05
3354,8.375,1988-04-06
3355,8.375,1988-04-07
3356,7.875,1988-04-08
3357,7.875,1988-04-11
3358,7.875,1988-04-12
3359,7.875,1988-04-13
3360,7.875,1988-04-14
3361,7.875,1988-04-15
3362,7.875,1988-04-18
3363,7.875,1988-04-19
3364,7.875,1988-04-20
3365,7.875,1988-04-21
3366,7.875,1988-04-22
3367,7.875,1988-04-25
3368,7.875,1988-04-26
3369,7.875,1988-04-27
3370,7.875,1988-04-28
3371,7.875,1988-04-29
3372,7.875,1988-05-03
3373,7.875,1988-05-04
3374,7.875,1988-05-05
3375,7.875,1988-05-06
3376,7.875,1988-05-09
3377,7.875,1988-05-10
3378,7.875,1988-05-11
3379,7.875,1988-05-12
3380,7.875,1988-05-13
3381,7.875,1988-05-16
3382,7.375,1988-05-17
3383,7.375,1988-05-18
3384,7.375,1988-05-19
3385,7.375,1988-05-20
3386,7.375,1988-05-23
3387,7.375,1988-05-24
3388,7.375,1988-05-25
3389,7.375,1988-05-26
3390,7.375,1988-05-27
3391,7.375,1988-05-31
3392,7.375,1988-06-01
3393,7.375,1988-06-02
3394,7.875,1988-06-03
3395,7.875,1988-06-06
3396,7.875,1988-06-07
3397,7.875,1988-06-08
3398,7.875,1988-06-09
3399,8.375,1988-06-10
3400,8.375,1988-06-13
3401,8.375,1988-06-14
3402,8.375,1988-06-15
3403,8.375,1988-06-16
3404,8.375,1988-06-17
3405,8.375,1988-06-20
3406,8.375,1988-06-21
3407,8.375,1988-06-22
3408,8.375,1988-06-23
3409,8.875,1988-06-24
3410,8.875,1988-06-27
3411,8.875,1988-06-28
3412,8.875,1988-06-29
3413,8.875,1988-06-30
3414,8.875,1988-07-01
3415,8.875,1988-07-04
3416,8.875,1988-07-05
3417,8.875,1988-07-06
3418,9.875,1988-07-07
3419,9.875,1988-07-08
3420,9.875,1988-07-11
3421,9.875,1988-07-12
3422,9.875,1988-07-13
3423,9.875,1988-07-14
3424,9.875,1988-07-15
3425,9.875,1988-07-18
3426,9.875,1988-07-19
3427,9.875,1988-07-20
3428,10.375,1988-07-21
3429,10.375,1988-07-22
3430,10.375,1988-07-25
3431,10.375,1988-07-26
3432,10.375,1988-07-27
3433,10.375,1988-07-28
3434,10.375,1988-07-29
3435,10.375,1988-08-01
3436,10.375,1988-08-02
3437,10.375,1988-08-03
3438,10.375,1988-08-04
3439,10.375,1988-08-05
3440,10.875,1988-08-08
3441,10.875,1988-08-09
3442,10.875,1988-08-10
3443,10.875,1988-08-11
3444,10.875,1988-08-12
3445,10.875,1988-08-15
3446,10.875,1988-08-16
3447,10.875,1988-08-17
3448,10.875,1988-08-18
3449,10.875,1988-08-19
3450,10.875,1988-08-22
3451,10.875,1988-08-23
3452,10.875,1988-08-24
3453,11.875,1988-08-25
3454,11.875,1988-08-26
3455,11.875,1988-08-30
3456,11.875,1988-08-31
3457,11.875,1988-09-01
3458,11.875,1988-09-02
3459,11.875,1988-09-05
3460,11.875,1988-09-06
3461,11.875,1988-09-07
3462,11.875,1988-09-08
3463,11.875,1988-09-09
3464,11.875,1988-09-12
3465,11.875,1988-09-13
3466,11.875,1988-09-14
3467,11.875,1988-09-15
3468,11.875,1988-09-16
3469,11.875,1988-09-19
3470,11.875,1988-09-20
3471,11.875,1988-09-21
3472,11.875,1988-09-22
3473,11.875,1988-09-23
3474,11.875,1988-09-26
3475,11.875,1988-09-27
3476,11.875,1988-09-28
3477,11.875,1988-09-29
3478,11.875,1988-09-30
3479,11.875,1988-10-03
3480,11.875,1988-10-04
3481,11.875,1988-10-05
3482,11.875,1988-10-06
3483,11.875,1988-10-07
3484,11.875,1988-10-10
3485,11.875,1988-10-11
3486,11.875,1988-10-12
3487,11.875,1988-10-13
3488,11.875,1988-10-14
3489,11.875,1988-10-17
3490,11.875,1988-10-18
3491,11.875,1988-10-19
3492,11.875,1988-10-20
3493,11.875,1988-10-21
3494,11.875,1988-10-24
3495,11.875,1988-10-25
3496,11.875,1988-10-26
3497,11.875,1988-10-27
3498,11.875,1988-10-28
3499,11.875,1988-10-31
3500,11.875,1988-11-01
3501,11.875,1988-11-02
3502,11.875,1988-11-03
3503,11.875,1988-11-04
3504,11.875,1988-11-07
3505,11.875,1988-11-08
3506,11.875,1988-11-09
3507,11.875,1988-11-10
3508,11.875,1988-11-11
3509,11.875,1988-11-14
3510,11.875,1988-11-15
3511,11.875,1988-11-16
3512,11.875,1988-11-17
3513,11.875,1988-11-18
3514,11.875,1988-11-21
3515,11.875,1988-11-22
3516,11.875,1988-11-23
3517,11.875,1988-11-24
3518,12.875,1988-11-25
3519,12.875,1988-11-28
3520,12.875,1988-11-29
3521,12.875,1988-11-30
3522,12.875,1988-12-01
3523,12.875,1988-12-02
3524,12.875,1988-12-05
3525,12.875,1988-12-06
3526,12.875,1988-12-07
3527,12.875,1988-12-08
3528,12.875,1988-12-09
3529,12.875,1988-12-12
3530,12.875,1988-12-13
3531,12.875,1988-12-14
3532,12.875,1988-12-15
3533,12.875,1988-12-16
3534,12.875,1988-12-19
3535,12.875,1988-12-20
3536,12.875,1988-12-21
3537,12.875,1988-12-22
3538,12.875,1988-12-23
3539,12.875,1988-12-28
3540,12.875,1988-12-29
3541,12.875,1988-12-30
3542,12.875,1989-01-03
3543,12.875,1989-01-04
3544,12.875,1989-01-05
3545,12.875,1989-01-06
3546,12.875,1989-01-09
3547,12.875,1989-01-10
3548,12.875,1989-01-11
3549,12.875,1989-01-12
3550,12.875,1989-01-13
3551,12.875,1989-01-16
3552,12.875,1989-01-17
3553,12.875,1989-01-18
3554,12.875,1989-01-19
3555,12.875,1989-01-20
3556,12.875,1989-01-23
3557,12.875,1989-01-24
3558,12.875,1989-01-25
3559,12.875,1989-01-26
3560,12.875,1989-01-27
3561,12.875,1989-01-30
3562,12.875,1989-01-31
3563,12.875,1989-02-01
3564,12.875,1989-02-02
3565,12.875,1989-02-03
3566,12.875,1989-02-06
3567,12.875,1989-02-07
3568,12.875,1989-02-08
3569,12.875,1989-02-09
3570,12.875,1989-02-10
3571,12.875,1989-02-13
3572,12.875,1989-02-14
3573,12.875,1989-02-15
3574,12.875,1989-02-16
3575,12.875,1989-02-17
3576,12.875,1989-02-20
3577,12.875,1989-02-21
3578,12.875,1989-02-22
3579,12.875,1989-02-23
3580,12.875,1989-02-24
3581,12.875,1989-02-27
3582,12.875,1989-02-28
3583,12.875,1989-03-01
3584,12.875,1989-03-02
3585,12.875,1989-03-03
3586,12.875,1989-03-06
3587,12.875,1989-03-07
3588,12.875,1989-03-08
3589,12.875,1989-03-09
3590,12.875,1989-03-10
3591,12.875,1989-03-13
3592,12.875,1989-03-14
3593,12.875,1989-03-15
3594,12.875,1989-03-16
3595,12.875,1989-03-17
3596,12.875,1989-03-20
3597,12.875,1989-03-21
3598,12.875,1989-03-22
3599,12.875,1989-03-23
3600,12.875,1989-03-28
3601,12.875,1989-03-29
3602,12.875,1989-03-30
3603,12.875,1989-03-31
3604,12.875,1989-04-03
3605,12.875,1989-04-04
3606,12.875,1989-04-05
3607,12.875,1989-04-06
3608,12.875,1989-04-07
3609,12.875,1989-04-10
3610,12.875,1989-04-11
3611,12.875,1989-04-12
3612,12.875,1989-04-13
3613,12.875,1989-04-14
3614,12.875,1989-04-17
3615,12.875,1989-04-18
3616,12.875,1989-04-19
3617,12.875,1989-04-20
3618,12.875,1989-04-21
3619,12.875,1989-04-24
3620,12.875,1989-04-25
3621,12.875,1989-04-26
3622,12.875,1989-04-27
3623,12.875,1989-04-28
3624,12.875,1989-05-02
3625,12.875,1989-05-03
3626,12.875,1989-05-04
3627,12.875,1989-05-05
3628,12.875,1989-05-08
3629,12.875,1989-05-09
3630,12.875,1989-05-10
3631,12.875,1989-05-11
3632,12.875,1989-05-12
3633,12.875,1989-05-15
3634,12.875,1989-05-16
3635,12.875,1989-05-17
3636,12.875,1989-05-18
3637,12.875,1989-05-19
3638,12.875,1989-05-22
3639,12.875,1989-05-23
3640,12.875,1989-05-24
3641,13.75,1989-05-25
3642,13.75,1989-05-26
3643,13.75,1989-05-30
3644,13.75,1989-05-31
3645,13.75,1989-06-01
3646,13.75,1989-06-02
3647,13.75,1989-06-05
3648,13.75,1989-06-06
3649,13.75,1989-06-07
3650,13.75,1989-06-08
3651,13.75,1989-06-09
3652,13.75,1989-06-12
3653,13.75,1989-06-13
3654,13.75,1989-06-14
3655,13.75,1989-06-15
3656,13.75,1989-06-16
3657,13.75,1989-06-19
3658,13.75,1989-06-20
3659,13.75,1989-06-21
3660,13.75,1989-06-22
3661,13.75,1989-06-23
3662,13.75,1989-06-26
3663,13.75,1989-06-27
3664,13.75,1989-06-28
3665,13.75,1989-06-29
3666,13.75,1989-06-30
3667,13.75,1989-07-03
3668,13.75,1989-07-04
3669,13.75,1989-07-05
3670,13.75,1989-07-06
3671,13.75,1989-07-07
3672,13.75,1989-07-10
3673,13.75,1989-07-11
3674,13.75,1989-07-12
3675,13.75,1989-07-13
3676,13.75,1989-07-14
3677,13.75,1989-07-17
3678,13.75,1989-07-18
3679,13.75,1989-07-19
3680,13.75,1989-07-20
3681,13.75,1989-07-21
3682,13.75,1989-07-24
3683,13.75,1989-07-25
3684,13.75,1989-07-26
3685,13.75,1989-07-27
3686,13.75,1989-07-28
3687,13.75,1989-07-31
3688,13.75,1989-08-01
3689,13.75,1989-08-02
3690,13.75,1989-08-03
3691,13.75,1989-08-04
3692,13.75,1989-08-07
3693,13.75,1989-08-08
3694,13.75,1989-08-09
3695,13.75,1989-08-10
3696,13.75,1989-08-11
3697,13.75,1989-08-14
3698,13.75,1989-08-15
3699,13.75,1989-08-16
3700,13.75,1989-08-17
3701,13.75,1989-08-18
3702,13.75,1989-08-21
3703,13.75,1989-08-22
3704,13.75,1989-08-23
3705,13.75,1989-08-24
3706,13.75,1989-08-25
3707,13.75,1989-08-29
3708,13.75,1989-08-30
3709,13.8438,1989-08-31
3710,13.8438,1989-09-01
3711,13.875,1989-09-04
3712,13.875,1989-09-05
3713,13.875,1989-09-06
3714,13.875,1989-09-07
3715,13.75,1989-09-08
3716,13.75,1989-09-11
3717,13.75,1989-09-12
3718,13.75,1989-09-13
3719,13.75,1989-09-14
3720,13.75,1989-09-15
3721,13.75,1989-09-18
3722,13.75,1989-09-19
3723,13.75,1989-09-20
3724,13.75,1989-09-21
3725,13.75,1989-09-22
3726,13.75,1989-09-25
3727,13.75,1989-09-26
3728,13.75,1989-09-27
3729,13.75,1989-09-28
3730,13.75,1989-09-29
3731,13.75,1989-10-02
3732,13.75,1989-10-03
3733,13.75,1989-10-04
3734,13.75,1989-10-05
3735,14.875,1989-10-06
3736,14.875,1989-10-09
3737,14.875,1989-10-10
3738,14.875,1989-10-11
3739,14.875,1989-10-12
3740,14.875,1989-10-13
3741,14.875,1989-10-16
3742,14.875,1989-10-17
3743,14.875,1989-10-18
3744,14.875,1989-10-19
3745,14.875,1989-10-20
3746,14.875,1989-10-23
3747,14.875,1989-10-24
3748,14.875,1989-10-25
3749,14.875,1989-10-26
3750,14.875,1989-10-27
3751,14.875,1989-10-30
3752,14.875,1989-10-31
3753,14.875,1989-11-01
3754,14.875,1989-11-02
3755,14.875,1989-11-03
3756,14.875,1989-11-06
3757,14.875,1989-11-07
3758,14.875,1989-11-08
3759,14.875,1989-11-09
3760,14.875,1989-11-10
3761,14.875,1989-11-13
3762,14.875,1989-11-14
3763,14.875,1989-11-15
3764,14.875,1989-11-16
3765,14.875,1989-11-17
3766,14.875,1989-11-20
3767,14.875,1989-11-21
3768,14.875,1989-11-22
3769,14.875,1989-11-23
3770,14.875,1989-11-24
3771,14.875,1989-11-27
3772,14.875,1989-11-28
3773,14.875,1989-11-29
3774,14.875,1989-11-30
3775,14.875,1989-12-01
3776,14.875,1989-12-04
3777,14.875,1989-12-05
3778,14.875,1989-12-06
3779,14.875,1989-12-07
3780,14.875,1989-12-08
3781,14.875,1989-12-11
3782,14.875,1989-12-12
3783,14.875,1989-12-13
3784,14.875,1989-12-14
3785,14.875,1989-12-15
3786,14.875,1989-12-18
3787,14.875,1989-12-19
3788,14.875,1989-12-20
3789,14.875,1989-12-21
3790,14.875,1989-12-22
3791,14.875,1989-12-27
3792,14.875,1989-12-28
3793,14.875,1989-12-29
3794,14.875,1990-01-02
3795,14.875,1990-01-03
3796,14.875,1990-01-04
3797,14.875,1990-01-05
3798,14.875,1990-01-08
3799,14.875,1990-01-09
3800,14.875,1990-01-10
3801,14.875,1990-01-11
3802,14.875,1990-01-12
3803,14.875,1990-01-15
3804,14.875,1990-01-16
3805,14.875,1990-01-17
3806,14.875,1990-01-18
3807,14.875,1990-01-19
3808,14.875,1990-01-22
3809,14.875,1990-01-23
3810,14.875,1990-01-24
3811,14.875,1990-01-25
3812,14.875,1990-01-26
3813,14.875,1990-01-29
3814,14.875,1990-01-30
3815,14.875,1990-01-31
3816,14.875,1990-02-01
3817,14.875,1990-02-02
3818,14.875,1990-02-05
3819,14.875,1990-02-06
3820,14.875,1990-02-07
3821,14.875,1990-02-08
3822,14.875,1990-02-09
3823,14.875,1990-02-12
3824,14.875,1990-02-13
3825,14.875,1990-02-14
3826,14.875,1990-02-15
3827,14.875,1990-02-16
3828,14.875,1990-02-19
3829,14.875,1990-02-20
3830,14.875,1990-02-21
3831,14.875,1990-02-22
3832,14.875,1990-02-23
3833,14.875,1990-02-26
3834,14.875,1990-02-27
3835,14.875,1990-02-28
3836,14.875,1990-03-01
3837,14.875,1990-03-02
3838,14.875,1990-03-05
3839,14.875,1990-03-06
3840,14.875,1990-03-07
3841,14.875,1990-03-08
3842,14.875,1990-03-09
3843,14.875,1990-03-12
3844,14.875,1990-03-13
3845,14.875,1990-03-14
3846,14.875,1990-03-15
3847,14.875,1990-03-16
3848,14.875,1990-03-19
3849,14.875,1990-03-20
3850,14.875,1990-03-21
3851,14.875,1990-03-22
3852,14.875,1990-03-23
3853,14.875,1990-03-26
3854,14.875,1990-03-27
3855,14.875,1990-03-28
3856,14.875,1990-03-29
3857,14.875,1990-03-30
3858,14.875,1990-04-02
3859,14.875,1990-04-03
3860,14.875,1990-04-04
3861,14.875,1990-04-05
3862,14.875,1990-04-06
3863,14.875,1990-04-09
3864,14.875,1990-04-10
3865,14.875,1990-04-11
3866,14.875,1990-04-12
3867,14.875,1990-04-17
3868,14.875,1990-04-18
3869,14.875,1990-04-19
3870,14.875,1990-04-20
3871,14.875,1990-04-23
3872,14.875,1990-04-24
3873,14.875,1990-04-25
3874,14.875,1990-04-26
3875,14.875,1990-04-27
3876,14.875,1990-04-30
3877,14.875,1990-05-01
3878,14.875,1990-05-02
3879,14.875,1990-05-03
3880,14.875,1990-05-04
3881,14.875,1990-05-08
3882,14.875,1990-05-09
3883,14.875,1990-05-10
3884,14.875,1990-05-11
3885,14.875,1990-05-14
3886,14.875,1990-05-15
3887,14.875,1990-05-16
3888,14.875,1990-05-17
3889,14.875,1990-05-18
3890,14.875,1990-05-21
3891,14.875,1990-05-22
3892,14.875,1990-05-23
3893,14.875,1990-05-24
3894,14.875,1990-05-25
3895,14.875,1990-05-29
3896,14.875,1990-05-30
3897,14.875,1990-05-31
3898,14.875,1990-06-01
3899,14.875,1990-06-04
3900,14.875,1990-06-05
3901,14.875,1990-06-06
3902,14.875,1990-06-07
3903,14.875,1990-06-08
3904,14.875,1990-06-11
3905,14.875,1990-06-12
3906,14.875,1990-06-13
3907,14.875,1990-06-14
3908,14.875,1990-06-15
3909,14.875,1990-06-18
3910,14.875,1990-06-19
3911,14.875,1990-06-20
3912,14.875,1990-06-21
3913,14.875,1990-06-22
3914,14.875,1990-06-25
3915,14.875,1990-06-26
3916,14.875,1990-06-27
3917,14.875,1990-06-28
3918,14.875,1990-06-29
3919,14.875,1990-07-02
3920,14.875,1990-07-03
3921,14.875,1990-07-04
3922,14.875,1990-07-05
3923,14.875,1990-07-06
3924,14.875,1990-07-09
3925,14.875,1990-07-10
3926,14.875,1990-07-11
3927,14.875,1990-07-12
3928,14.875,1990-07-13
3929,14.875,1990-07-16
3930,14.875,1990-07-17
3931,14.875,1990-07-18
3932,14.875,1990-07-19
3933,14.875,1990-07-20
3934,14.875,1990-07-23
3935,14.875,1990-07-24
3936,14.875,1990-07-25
3937,14.875,1990-07-26
3938,14.875,1990-07-27
3939,14.875,1990-07-30
3940,14.875,1990-07-31
3941,14.875,1990-08-01
3942,14.875,1990-08-02
3943,14.875,1990-08-03
3944,14.875,1990-08-06
3945,14.875,1990-08-07
3946,14.875,1990-08-08
3947,14.875,1990-08-09
3948,14.875,1990-08-10
3949,14.875,1990-08-13
3950,14.875,1990-08-14
3951,14.875,1990-08-15
3952,14.875,1990-08-16
3953,14.875,1990-08-17
3954,14.875,1990-08-20
3955,14.875,1990-08-21
3956,14.875,1990-08-22
3957,14.875,1990-08-23
3958,14.875,1990-08-24
3959,14.875,1990-08-28
3960,14.875,1990-08-29
3961,14.875,1990-08-30
3962,14.875,1990-08-31
3963,14.875,1990-09-03
3964,14.875,1990-09-04
3965,14.875,1990-09-05
3966,14.875,1990-09-06
3967,14.875,1990-09-07
3968,14.875,1990-09-10
3969,14.875,1990-09-11
3970,14.875,1990-09-12
3971,14.875,1990-09-13
3972,14.875,1990-09-14
3973,14.875,1990-09-17
3974,14.875,1990-09-18
3975,14.875,1990-09-19
3976,14.875,1990-09-20
3977,14.875,1990-09-21
3978,14.875,1990-09-24
3979,14.875,1990-09-25
3980,14.875,1990-09-26
3981,14.875,1990-09-27
3982,14.875,1990-09-28
3983,14.875,1990-10-01
3984,14.875,1990-10-02
3985,14.875,1990-10-03
3986,14.875,1990-10-04
3987,14.875,1990-10-05
3988,13.875,1990-10-08
3989,13.875,1990-10-09
3990,13.875,1990-10-10
3991,13.875,1990-10-11
3992,13.875,1990-10-12
3993,13.875,1990-10-15
3994,13.875,1990-10-16
3995,13.875,1990-10-17
3996,13.875,1990-10-18
3997,13.875,1990-10-19
3998,13.875,1990-10-22
3999,13.875,1990-10-23
4000,13.875,1990-10-24
4001,13.875,1990-10-25
4002,13.875,1990-10-26
4003,13.875,1990-10-29
4004,13.875,1990-10-30
4005,13.875,1990-10-31
4006,13.875,1990-11-01
4007,13.875,1990-11-02
4008,13.875,1990-11-05
4009,13.875,1990-11-06
4010,13.875,1990-11-07
4011,13.875,1990-11-08
4012,13.875,1990-11-09
4013,13.875,1990-11-12
4014,13.875,1990-11-13
4015,13.875,1990-11-14
4016,13.875,1990-11-15
4017,13.875,1990-11-16
4018,13.875,1990-11-19
4019,13.875,1990-11-20
4020,13.875,1990-11-21
4021,13.875,1990-11-22
4022,13.875,1990-11-23
4023,13.875,1990-11-26
4024,13.875,1990-11-27
4025,13.875,1990-11-28
4026,13.875,1990-11-29
4027,13.875,1990-11-30
4028,13.875,1990-12-03
4029,13.875,1990-12-04
4030,13.875,1990-12-05
4031,13.875,1990-12-06
4032,13.875,1990-12-07
4033,13.875,1990-12-10
4034,13.875,1990-12-11
4035,13.875,1990-12-12
4036,13.875,1990-12-13
